starting_times,source_nodes,target_nodes,ending_times,durations
24300.0,126,122,24320.0,20.0
24300.0,140,137,24320.0,20.0
24300.0,138,129,24320.0,20.0
24300.0,138,122,24320.0,20.0
24300.0,129,122,24320.0,20.0
24300.0,52,55,24320.0,20.0
24300.0,52,68,24320.0,20.0
24300.0,54,64,24320.0,20.0
24300.0,54,60,24320.0,20.0
24300.0,56,69,24320.0,20.0
24300.0,56,57,24320.0,20.0
24300.0,56,49,24320.0,20.0
24300.0,69,57,24320.0,20.0
24300.0,69,49,24320.0,20.0
24300.0,64,60,24320.0,20.0
24300.0,40,46,24320.0,20.0
24300.0,43,27,24320.0,20.0
24300.0,43,32,24320.0,20.0
24300.0,23,26,24320.0,20.0
24300.0,24,33,24320.0,20.0
24300.0,41,44,24320.0,20.0
24300.0,96,95,24320.0,20.0
24300.0,96,75,24320.0,20.0
24300.0,83,79,24320.0,20.0
24300.0,98,99,24320.0,20.0
24300.0,98,235,24320.0,20.0
24300.0,98,114,24320.0,20.0
24300.0,98,97,24320.0,20.0
24300.0,105,112,24320.0,20.0
24300.0,234,46,24320.0,20.0
24300.0,114,113,24320.0,20.0
24300.0,238,57,24320.0,20.0
24300.0,238,61,24320.0,20.0
24300.0,57,49,24320.0,20.0
24320.0,196,189,24340.0,20.0
24320.0,220,226,24340.0,20.0
24320.0,205,204,24340.0,20.0
24320.0,127,132,24340.0,20.0
24320.0,127,131,24340.0,20.0
24320.0,126,138,24340.0,20.0
24320.0,126,129,24340.0,20.0
24320.0,126,122,24340.0,20.0
24320.0,140,131,24340.0,20.0
24320.0,138,129,24340.0,20.0
24320.0,138,122,24340.0,20.0
24320.0,223,226,24340.0,20.0
24320.0,129,122,24340.0,20.0
24320.0,51,64,24340.0,20.0
24320.0,54,48,24340.0,20.0
24320.0,56,69,24340.0,20.0
24320.0,56,64,24340.0,20.0
24320.0,56,57,24340.0,20.0
24320.0,69,49,24340.0,20.0
24320.0,40,39,24340.0,20.0
24320.0,43,30,24340.0,20.0
24320.0,43,44,24340.0,20.0
24320.0,23,42,24340.0,20.0
24320.0,26,38,24340.0,20.0
24320.0,27,30,24340.0,20.0
24320.0,96,95,24340.0,20.0
24320.0,83,79,24340.0,20.0
24320.0,98,114,24340.0,20.0
24320.0,105,103,24340.0,20.0
24320.0,84,89,24340.0,20.0
24320.0,57,49,24340.0,20.0
24340.0,219,214,24360.0,20.0
24340.0,218,217,24360.0,20.0
24340.0,212,231,24360.0,20.0
24340.0,216,221,24360.0,20.0
24340.0,211,228,24360.0,20.0
24340.0,196,189,24360.0,20.0
24340.0,127,131,24360.0,20.0
24340.0,126,122,24360.0,20.0
24340.0,140,133,24360.0,20.0
24340.0,138,122,24360.0,20.0
24340.0,224,222,24360.0,20.0
24340.0,223,226,24360.0,20.0
24340.0,51,64,24360.0,20.0
24340.0,51,49,24360.0,20.0
24340.0,52,55,24360.0,20.0
24340.0,52,68,24360.0,20.0
24340.0,54,48,24360.0,20.0
24340.0,54,60,24360.0,20.0
24340.0,56,69,24360.0,20.0
24340.0,56,64,24360.0,20.0
24340.0,56,57,24360.0,20.0
24340.0,69,64,24360.0,20.0
24340.0,69,57,24360.0,20.0
24340.0,64,49,24360.0,20.0
24340.0,40,39,24360.0,20.0
24340.0,23,26,24360.0,20.0
24340.0,31,34,24360.0,20.0
24340.0,41,34,24360.0,20.0
24340.0,36,37,24360.0,20.0
24340.0,96,95,24360.0,20.0
24340.0,96,75,24360.0,20.0
24340.0,237,122,24360.0,20.0
24340.0,98,114,24360.0,20.0
24340.0,105,108,24360.0,20.0
24340.0,21,15,24360.0,20.0
24340.0,114,113,24360.0,20.0
24340.0,117,119,24360.0,20.0
24340.0,238,57,24360.0,20.0
24360.0,215,230,24380.0,20.0
24360.0,216,221,24380.0,20.0
24360.0,210,225,24380.0,20.0
24360.0,211,228,24380.0,20.0
24360.0,196,189,24380.0,20.0
24360.0,194,239,24380.0,20.0
24360.0,126,122,24380.0,20.0
24360.0,140,128,24380.0,20.0
24360.0,138,133,24380.0,20.0
24360.0,138,129,24380.0,20.0
24360.0,138,122,24380.0,20.0
24360.0,133,129,24380.0,20.0
24360.0,133,122,24380.0,20.0
24360.0,52,55,24380.0,20.0
24360.0,52,68,24380.0,20.0
24360.0,56,64,24380.0,20.0
24360.0,69,64,24380.0,20.0
24360.0,69,57,24380.0,20.0
24360.0,40,39,24380.0,20.0
24360.0,43,23,24380.0,20.0
24360.0,43,27,24380.0,20.0
24360.0,43,37,24380.0,20.0
24360.0,23,26,24380.0,20.0
24360.0,25,42,24380.0,20.0
24360.0,27,30,24380.0,20.0
24360.0,28,234,24380.0,20.0
24360.0,31,34,24380.0,20.0
24360.0,31,39,24380.0,20.0
24360.0,31,234,24380.0,20.0
24360.0,41,47,24380.0,20.0
24360.0,34,39,24380.0,20.0
24360.0,96,95,24380.0,20.0
24360.0,237,122,24380.0,20.0
24360.0,106,98,24380.0,20.0
24360.0,106,105,24380.0,20.0
24360.0,106,119,24380.0,20.0
24360.0,83,79,24380.0,20.0
24360.0,105,109,24380.0,20.0
24360.0,115,114,24380.0,20.0
24360.0,118,104,24380.0,20.0
24360.0,116,113,24380.0,20.0
24360.0,238,57,24380.0,20.0
24360.0,238,61,24380.0,20.0
24380.0,208,221,24400.0,20.0
24380.0,216,221,24400.0,20.0
24380.0,210,225,24400.0,20.0
24380.0,217,220,24400.0,20.0
24380.0,217,223,24400.0,20.0
24380.0,211,228,24400.0,20.0
24380.0,190,202,24400.0,20.0
24380.0,228,231,24400.0,20.0
24380.0,194,239,24400.0,20.0
24380.0,126,138,24400.0,20.0
24380.0,126,122,24400.0,20.0
24380.0,138,133,24400.0,20.0
24380.0,138,129,24400.0,20.0
24380.0,138,122,24400.0,20.0
24380.0,136,128,24400.0,20.0
24380.0,133,129,24400.0,20.0
24380.0,132,120,24400.0,20.0
24380.0,130,131,24400.0,20.0
24380.0,129,122,24400.0,20.0
24380.0,52,55,24400.0,20.0
24380.0,52,68,24400.0,20.0
24380.0,56,69,24400.0,20.0
24380.0,56,57,24400.0,20.0
24380.0,69,64,24400.0,20.0
24380.0,40,24,24400.0,20.0
24380.0,40,39,24400.0,20.0
24380.0,23,25,24400.0,20.0
24380.0,23,27,24400.0,20.0
24380.0,23,42,24400.0,20.0
24380.0,23,33,24400.0,20.0
24380.0,25,42,24400.0,20.0
24380.0,26,38,24400.0,20.0
24380.0,28,34,24400.0,20.0
24380.0,28,47,24400.0,20.0
24380.0,30,32,24400.0,20.0
24380.0,33,38,24400.0,20.0
24380.0,96,95,24400.0,20.0
24380.0,96,75,24400.0,20.0
24380.0,106,119,24400.0,20.0
24380.0,105,111,24400.0,20.0
24380.0,105,119,24400.0,20.0
24380.0,115,114,24400.0,20.0
24380.0,111,104,24400.0,20.0
24380.0,119,112,24400.0,20.0
24380.0,238,57,24400.0,20.0
24400.0,219,211,24420.0,20.0
24400.0,208,224,24420.0,20.0
24400.0,212,225,24420.0,20.0
24400.0,214,210,24420.0,20.0
24400.0,214,225,24420.0,20.0
24400.0,214,230,24420.0,20.0
24400.0,216,221,24420.0,20.0
24400.0,210,225,24420.0,20.0
24400.0,210,231,24420.0,20.0
24400.0,217,223,24420.0,20.0
24400.0,198,204,24420.0,20.0
24400.0,190,202,24420.0,20.0
24400.0,190,203,24420.0,20.0
24400.0,225,223,24420.0,20.0
24400.0,126,138,24420.0,20.0
24400.0,126,133,24420.0,20.0
24400.0,126,122,24420.0,20.0
24400.0,138,133,24420.0,20.0
24400.0,138,122,24420.0,20.0
24400.0,132,120,24420.0,20.0
24400.0,223,221,24420.0,20.0
24400.0,223,226,24420.0,20.0
24400.0,130,131,24420.0,20.0
24400.0,129,137,24420.0,20.0
24400.0,52,55,24420.0,20.0
24400.0,52,68,24420.0,20.0
24400.0,56,64,24420.0,20.0
24400.0,43,25,24420.0,20.0
24400.0,43,27,24420.0,20.0
24400.0,43,36,24420.0,20.0
24400.0,23,30,24420.0,20.0
24400.0,23,37,24420.0,20.0
24400.0,24,37,24420.0,20.0
24400.0,24,38,24420.0,20.0
24400.0,25,27,24420.0,20.0
24400.0,27,36,24420.0,20.0
24400.0,30,37,24420.0,20.0
24400.0,31,41,24420.0,20.0
24400.0,41,29,24420.0,20.0
24400.0,33,32,24420.0,20.0
24400.0,96,95,24420.0,20.0
24400.0,96,75,24420.0,20.0
24400.0,106,111,24420.0,20.0
24400.0,106,104,24420.0,20.0
24400.0,105,109,24420.0,20.0
24400.0,105,111,24420.0,20.0
24400.0,111,104,24420.0,20.0
24400.0,114,113,24420.0,20.0
24400.0,238,57,24420.0,20.0
24420.0,219,211,24440.0,20.0
24420.0,208,224,24440.0,20.0
24420.0,216,217,24440.0,20.0
24420.0,210,225,24440.0,20.0
24420.0,210,228,24440.0,20.0
24420.0,198,204,24440.0,20.0
24420.0,220,228,24440.0,20.0
24420.0,205,204,24440.0,20.0
24420.0,126,138,24440.0,20.0
24420.0,126,133,24440.0,20.0
24420.0,126,122,24440.0,20.0
24420.0,140,137,24440.0,20.0
24420.0,138,133,24440.0,20.0
24420.0,138,128,24440.0,20.0
24420.0,224,221,24440.0,20.0
24420.0,132,120,24440.0,20.0
24420.0,130,131,24440.0,20.0
24420.0,129,137,24440.0,20.0
24420.0,222,221,24440.0,20.0
24420.0,56,64,24440.0,20.0
24420.0,56,238,24440.0,20.0
24420.0,63,64,24440.0,20.0
24420.0,43,37,24440.0,20.0
24420.0,23,27,24440.0,20.0
24420.0,23,32,24440.0,20.0
24420.0,26,37,24440.0,20.0
24420.0,27,36,24440.0,20.0
24420.0,27,32,24440.0,20.0
24420.0,30,37,24440.0,20.0
24420.0,42,46,24440.0,20.0
24420.0,41,29,24440.0,20.0
24420.0,33,35,24440.0,20.0
24420.0,34,32,24440.0,20.0
24420.0,88,72,24440.0,20.0
24420.0,96,95,24440.0,20.0
24420.0,96,75,24440.0,20.0
24420.0,106,98,24440.0,20.0
24420.0,106,111,24440.0,20.0
24420.0,106,110,24440.0,20.0
24420.0,83,79,24440.0,20.0
24420.0,111,110,24440.0,20.0
24420.0,111,104,24440.0,20.0
24420.0,116,113,24440.0,20.0
24420.0,110,104,24440.0,20.0
24420.0,104,112,24440.0,20.0
24420.0,97,113,24440.0,20.0
24420.0,46,47,24440.0,20.0
24440.0,219,215,24460.0,20.0
24440.0,212,224,24460.0,20.0
24440.0,215,209,24460.0,20.0
24440.0,211,224,24460.0,20.0
24440.0,198,204,24460.0,20.0
24440.0,190,202,24460.0,20.0
24440.0,190,203,24460.0,20.0
24440.0,225,223,24460.0,20.0
24440.0,127,137,24460.0,20.0
24440.0,138,133,24460.0,20.0
24440.0,132,120,24460.0,20.0
24440.0,223,222,24460.0,20.0
24440.0,130,131,24460.0,20.0
24440.0,51,56,24460.0,20.0
24440.0,52,55,24460.0,20.0
24440.0,56,63,24460.0,20.0
24440.0,56,64,24460.0,20.0
24440.0,69,58,24460.0,20.0
24440.0,63,64,24460.0,20.0
24440.0,43,37,24460.0,20.0
24440.0,24,31,24460.0,20.0
24440.0,26,37,24460.0,20.0
24440.0,41,29,24460.0,20.0
24440.0,39,47,24460.0,20.0
24440.0,96,95,24460.0,20.0
24440.0,96,75,24460.0,20.0
24440.0,22,0,24460.0,20.0
24440.0,134,120,24460.0,20.0
24440.0,122,120,24460.0,20.0
24440.0,115,114,24460.0,20.0
24440.0,115,113,24460.0,20.0
24440.0,111,110,24460.0,20.0
24440.0,111,104,24460.0,20.0
24440.0,114,113,24460.0,20.0
24440.0,110,104,24460.0,20.0
24440.0,119,103,24460.0,20.0
24440.0,103,113,24460.0,20.0
24440.0,238,61,24460.0,20.0
24440.0,49,60,24460.0,20.0
24460.0,219,214,24480.0,20.0
24460.0,208,218,24480.0,20.0
24460.0,208,209,24480.0,20.0
24460.0,218,215,24480.0,20.0
24460.0,212,210,24480.0,20.0
24460.0,212,225,24480.0,20.0
24460.0,212,224,24480.0,20.0
24460.0,210,225,24480.0,20.0
24460.0,217,231,24480.0,20.0
24460.0,211,228,24480.0,20.0
24460.0,190,202,24480.0,20.0
24460.0,190,203,24480.0,20.0
24460.0,225,224,24480.0,20.0
24460.0,225,223,24480.0,20.0
24460.0,220,228,24480.0,20.0
24460.0,230,221,24480.0,20.0
24460.0,127,131,24480.0,20.0
24460.0,127,137,24480.0,20.0
24460.0,138,122,24480.0,20.0
24460.0,133,122,24480.0,20.0
24460.0,223,222,24480.0,20.0
24460.0,130,131,24480.0,20.0
24460.0,128,120,24480.0,20.0
24460.0,56,64,24480.0,20.0
24460.0,66,68,24480.0,20.0
24460.0,40,31,24480.0,20.0
24460.0,43,37,24480.0,20.0
24460.0,23,25,24480.0,20.0
24460.0,24,31,24480.0,20.0
24460.0,26,37,24480.0,20.0
24460.0,41,29,24480.0,20.0
24460.0,39,47,24480.0,20.0
24460.0,96,95,24480.0,20.0
24460.0,96,75,24480.0,20.0
24460.0,134,120,24480.0,20.0
24460.0,106,104,24480.0,20.0
24460.0,122,120,24480.0,20.0
24460.0,115,114,24480.0,20.0
24460.0,111,110,24480.0,20.0
24460.0,103,113,24480.0,20.0
24480.0,218,217,24500.0,20.0
24480.0,218,240,24500.0,20.0
24480.0,212,210,24500.0,20.0
24480.0,214,217,24500.0,20.0
24480.0,210,209,24500.0,20.0
24480.0,210,225,24500.0,20.0
24480.0,211,221,24500.0,20.0
24480.0,220,226,24500.0,20.0
24480.0,230,221,24500.0,20.0
24480.0,228,222,24500.0,20.0
24480.0,228,226,24500.0,20.0
24480.0,201,239,24500.0,20.0
24480.0,125,136,24500.0,20.0
24480.0,127,131,24500.0,20.0
24480.0,138,128,24500.0,20.0
24480.0,136,129,24500.0,20.0
24480.0,133,128,24500.0,20.0
24480.0,130,131,24500.0,20.0
24480.0,222,226,24500.0,20.0
24480.0,52,55,24500.0,20.0
24480.0,56,64,24500.0,20.0
24480.0,56,238,24500.0,20.0
24480.0,63,64,24500.0,20.0
24480.0,66,68,24500.0,20.0
24480.0,40,31,24500.0,20.0
24480.0,40,29,24500.0,20.0
24480.0,43,26,24500.0,20.0
24480.0,24,31,24500.0,20.0
24480.0,25,44,24500.0,20.0
24480.0,26,37,24500.0,20.0
24480.0,39,47,24500.0,20.0
24480.0,88,72,24500.0,20.0
24480.0,96,75,24500.0,20.0
24480.0,106,104,24500.0,20.0
24480.0,99,105,24500.0,20.0
24480.0,105,109,24500.0,20.0
24480.0,109,111,24500.0,20.0
24480.0,79,89,24500.0,20.0
24480.0,115,111,24500.0,20.0
24480.0,115,114,24500.0,20.0
24480.0,21,15,24500.0,20.0
24480.0,114,113,24500.0,20.0
24500.0,219,218,24520.0,20.0
24500.0,219,214,24520.0,20.0
24500.0,218,224,24520.0,20.0
24500.0,212,224,24520.0,20.0
24500.0,216,223,24520.0,20.0
24500.0,216,222,24520.0,20.0
24500.0,210,209,24520.0,20.0
24500.0,210,225,24520.0,20.0
24500.0,217,228,24520.0,20.0
24500.0,211,221,24520.0,20.0
24500.0,209,225,24520.0,20.0
24500.0,209,226,24520.0,20.0
24500.0,198,204,24520.0,20.0
24500.0,190,203,24520.0,20.0
24500.0,188,186,24520.0,20.0
24500.0,191,204,24520.0,20.0
24500.0,228,223,24520.0,20.0
24500.0,228,226,24520.0,20.0
24500.0,201,195,24520.0,20.0
24500.0,205,204,24520.0,20.0
24500.0,125,136,24520.0,20.0
24500.0,127,126,24520.0,20.0
24500.0,127,131,24520.0,20.0
24500.0,126,131,24520.0,20.0
24500.0,138,137,24520.0,20.0
24500.0,141,136,24520.0,20.0
24500.0,133,128,24520.0,20.0
24500.0,133,120,24520.0,20.0
24500.0,223,222,24520.0,20.0
24500.0,129,137,24520.0,20.0
24500.0,129,122,24520.0,20.0
24500.0,222,226,24520.0,20.0
24500.0,128,120,24520.0,20.0
24500.0,51,64,24520.0,20.0
24500.0,52,68,24520.0,20.0
24500.0,56,60,24520.0,20.0
24500.0,66,68,24520.0,20.0
24500.0,40,31,24520.0,20.0
24500.0,40,29,24520.0,20.0
24500.0,24,31,24520.0,20.0
24500.0,42,47,24520.0,20.0
24500.0,39,47,24520.0,20.0
24500.0,88,72,24520.0,20.0
24500.0,96,95,24520.0,20.0
24500.0,96,75,24520.0,20.0
24500.0,106,110,24520.0,20.0
24500.0,106,104,24520.0,20.0
24500.0,105,109,24520.0,20.0
24500.0,79,89,24520.0,20.0
24500.0,21,15,24520.0,20.0
24500.0,114,113,24520.0,20.0
24500.0,238,61,24520.0,20.0
24520.0,219,218,24540.0,20.0
24520.0,212,224,24540.0,20.0
24520.0,216,220,24540.0,20.0
24520.0,216,222,24540.0,20.0
24520.0,210,224,24540.0,20.0
24520.0,211,228,24540.0,20.0
24520.0,188,239,24540.0,20.0
24520.0,188,195,24540.0,20.0
24520.0,220,228,24540.0,20.0
24520.0,230,221,24540.0,20.0
24520.0,228,222,24540.0,20.0
24520.0,228,226,24540.0,20.0
24520.0,201,195,24540.0,20.0
24520.0,127,126,24540.0,20.0
24520.0,127,131,24540.0,20.0
24520.0,138,134,24540.0,20.0
24520.0,133,120,24540.0,20.0
24520.0,223,222,24540.0,20.0
24520.0,129,137,24540.0,20.0
24520.0,129,122,24540.0,20.0
24520.0,128,120,24540.0,20.0
24520.0,52,57,24540.0,20.0
24520.0,55,68,24540.0,20.0
24520.0,56,238,24540.0,20.0
24520.0,56,57,24540.0,20.0
24520.0,40,30,24540.0,20.0
24520.0,40,31,24540.0,20.0
24520.0,24,31,24540.0,20.0
24520.0,42,47,24540.0,20.0
24520.0,39,47,24540.0,20.0
24520.0,137,122,24540.0,20.0
24520.0,88,72,24540.0,20.0
24520.0,96,95,24540.0,20.0
24520.0,96,75,24540.0,20.0
24520.0,83,79,24540.0,20.0
24520.0,98,235,24540.0,20.0
24520.0,98,110,24540.0,20.0
24520.0,105,110,24540.0,20.0
24520.0,235,110,24540.0,20.0
24520.0,21,15,24540.0,20.0
24520.0,15,8,24540.0,20.0
24520.0,114,113,24540.0,20.0
24520.0,110,104,24540.0,20.0
24520.0,103,113,24540.0,20.0
24520.0,238,61,24540.0,20.0
24540.0,219,209,24560.0,20.0
24540.0,208,215,24560.0,20.0
24540.0,218,214,24560.0,20.0
24540.0,218,217,24560.0,20.0
24540.0,218,224,24560.0,20.0
24540.0,212,224,24560.0,20.0
24540.0,214,217,24560.0,20.0
24540.0,216,220,24560.0,20.0
24540.0,210,209,24560.0,20.0
24540.0,210,223,24560.0,20.0
24540.0,210,222,24560.0,20.0
24540.0,209,225,24560.0,20.0
24540.0,190,203,24560.0,20.0
24540.0,230,221,24560.0,20.0
24540.0,205,204,24560.0,20.0
24540.0,125,141,24560.0,20.0
24540.0,127,131,24560.0,20.0
24540.0,126,130,24560.0,20.0
24540.0,140,137,24560.0,20.0
24540.0,224,240,24560.0,20.0
24540.0,133,120,24560.0,20.0
24540.0,223,222,24560.0,20.0
24540.0,129,137,24560.0,20.0
24540.0,128,120,24560.0,20.0
24540.0,52,57,24560.0,20.0
24540.0,56,238,24560.0,20.0
24540.0,40,30,24560.0,20.0
24540.0,40,31,24560.0,20.0
24540.0,24,31,24560.0,20.0
24540.0,25,44,24560.0,20.0
24540.0,26,37,24560.0,20.0
24540.0,26,38,24560.0,20.0
24540.0,239,195,24560.0,20.0
24540.0,39,32,24560.0,20.0
24540.0,39,47,24560.0,20.0
24540.0,137,122,24560.0,20.0
24540.0,88,72,24560.0,20.0
24540.0,96,95,24560.0,20.0
24540.0,96,75,24560.0,20.0
24540.0,98,105,24560.0,20.0
24540.0,98,235,24560.0,20.0
24540.0,98,110,24560.0,20.0
24540.0,98,104,24560.0,20.0
24540.0,123,122,24560.0,20.0
24540.0,105,235,24560.0,20.0
24540.0,79,89,24560.0,20.0
24540.0,235,104,24560.0,20.0
24540.0,110,104,24560.0,20.0
24540.0,103,113,24560.0,20.0
24540.0,238,61,24560.0,20.0
24540.0,84,89,24560.0,20.0
24560.0,208,215,24580.0,20.0
24560.0,218,214,24580.0,20.0
24560.0,218,228,24580.0,20.0
24560.0,218,224,24580.0,20.0
24560.0,212,214,24580.0,20.0
24560.0,212,224,24580.0,20.0
24560.0,216,220,24580.0,20.0
24560.0,211,228,24580.0,20.0
24560.0,209,225,24580.0,20.0
24560.0,190,202,24580.0,20.0
24560.0,188,239,24580.0,20.0
24560.0,228,226,24580.0,20.0
24560.0,194,239,24580.0,20.0
24560.0,127,126,24580.0,20.0
24560.0,127,130,24580.0,20.0
24560.0,127,131,24580.0,20.0
24560.0,126,130,24580.0,20.0
24560.0,132,128,24580.0,20.0
24560.0,132,120,24580.0,20.0
24560.0,128,237,24580.0,20.0
24560.0,50,70,24580.0,20.0
24560.0,54,57,24580.0,20.0
24560.0,56,238,24580.0,20.0
24560.0,66,68,24580.0,20.0
24560.0,40,30,24580.0,20.0
24560.0,42,47,24580.0,20.0
24560.0,41,29,24580.0,20.0
24560.0,39,32,24580.0,20.0
24560.0,39,47,24580.0,20.0
24560.0,137,122,24580.0,20.0
24560.0,96,75,24580.0,20.0
24560.0,83,79,24580.0,20.0
24560.0,98,105,24580.0,20.0
24560.0,98,235,24580.0,20.0
24560.0,98,110,24580.0,20.0
24560.0,98,104,24580.0,20.0
24560.0,105,235,24580.0,20.0
24560.0,235,104,24580.0,20.0
24560.0,115,114,24580.0,20.0
24560.0,21,15,24580.0,20.0
24560.0,111,117,24580.0,20.0
24560.0,238,57,24580.0,20.0
24560.0,238,61,24580.0,20.0
24580.0,219,224,24600.0,20.0
24580.0,208,215,24600.0,20.0
24580.0,218,240,24600.0,20.0
24580.0,212,224,24600.0,20.0
24580.0,191,204,24600.0,20.0
24580.0,127,131,24600.0,20.0
24580.0,138,137,24600.0,20.0
24580.0,133,137,24600.0,20.0
24580.0,129,137,24600.0,20.0
24580.0,128,137,24600.0,20.0
24580.0,52,57,24600.0,20.0
24580.0,56,238,24600.0,20.0
24580.0,66,68,24600.0,20.0
24580.0,40,30,24600.0,20.0
24580.0,35,44,24600.0,20.0
24580.0,39,32,24600.0,20.0
24580.0,96,95,24600.0,20.0
24580.0,96,75,24600.0,20.0
24580.0,83,79,24600.0,20.0
24580.0,109,111,24600.0,20.0
24580.0,235,107,24600.0,20.0
24580.0,20,18,24600.0,20.0
24580.0,21,15,24600.0,20.0
24580.0,114,113,24600.0,20.0
24580.0,104,100,24600.0,20.0
24580.0,238,61,24600.0,20.0
24600.0,198,204,24620.0,20.0
24600.0,190,203,24620.0,20.0
24600.0,191,204,24620.0,20.0
24600.0,127,126,24620.0,20.0
24600.0,126,130,24620.0,20.0
24600.0,138,137,24620.0,20.0
24600.0,130,131,24620.0,20.0
24600.0,129,128,24620.0,20.0
24600.0,129,137,24620.0,20.0
24600.0,52,57,24620.0,20.0
24600.0,56,57,24620.0,20.0
24600.0,40,30,24620.0,20.0
24600.0,25,44,24620.0,20.0
24600.0,41,29,24620.0,20.0
24600.0,39,32,24620.0,20.0
24600.0,96,95,24620.0,20.0
24600.0,96,75,24620.0,20.0
24600.0,237,120,24620.0,20.0
24600.0,106,115,24620.0,20.0
24600.0,98,110,24620.0,20.0
24600.0,98,112,24620.0,20.0
24600.0,109,111,24620.0,20.0
24600.0,29,46,24620.0,20.0
24600.0,21,15,24620.0,20.0
24600.0,21,14,24620.0,20.0
24600.0,15,14,24620.0,20.0
24600.0,9,7,24620.0,20.0
24600.0,84,89,24620.0,20.0
24620.0,212,225,24640.0,20.0
24620.0,210,225,24640.0,20.0
24620.0,209,223,24640.0,20.0
24620.0,198,204,24640.0,20.0
24620.0,190,202,24640.0,20.0
24620.0,190,203,24640.0,20.0
24620.0,230,221,24640.0,20.0
24620.0,127,126,24640.0,20.0
24620.0,127,131,24640.0,20.0
24620.0,126,130,24640.0,20.0
24620.0,126,131,24640.0,20.0
24620.0,132,120,24640.0,20.0
24620.0,223,226,24640.0,20.0
24620.0,128,120,24640.0,20.0
24620.0,55,65,24640.0,20.0
24620.0,66,68,24640.0,20.0
24620.0,25,44,24640.0,20.0
24620.0,26,37,24640.0,20.0
24620.0,39,32,24640.0,20.0
24620.0,88,72,24640.0,20.0
24620.0,96,95,24640.0,20.0
24620.0,96,75,24640.0,20.0
24620.0,237,120,24640.0,20.0
24620.0,106,117,24640.0,20.0
24620.0,99,105,24640.0,20.0
24620.0,105,235,24640.0,20.0
24620.0,109,111,24640.0,20.0
24620.0,236,234,24640.0,20.0
24620.0,29,46,24640.0,20.0
24620.0,21,14,24640.0,20.0
24620.0,15,8,24640.0,20.0
24620.0,114,113,24640.0,20.0
24620.0,9,6,24640.0,20.0
24620.0,117,97,24640.0,20.0
24620.0,119,103,24640.0,20.0
24620.0,238,57,24640.0,20.0
24620.0,238,61,24640.0,20.0
24640.0,212,214,24660.0,20.0
24640.0,212,223,24660.0,20.0
24640.0,212,221,24660.0,20.0
24640.0,212,226,24660.0,20.0
24640.0,214,225,24660.0,20.0
24640.0,214,224,24660.0,20.0
24640.0,214,226,24660.0,20.0
24640.0,215,230,24660.0,20.0
24640.0,210,224,24660.0,20.0
24640.0,211,221,24660.0,20.0
24640.0,190,202,24660.0,20.0
24640.0,187,206,24660.0,20.0
24640.0,225,224,24660.0,20.0
24640.0,127,126,24660.0,20.0
24640.0,126,131,24660.0,20.0
24640.0,126,137,24660.0,20.0
24640.0,132,120,24660.0,20.0
24640.0,223,221,24660.0,20.0
24640.0,129,137,24660.0,20.0
24640.0,128,237,24660.0,20.0
24640.0,128,120,24660.0,20.0
24640.0,54,238,24660.0,20.0
24640.0,54,57,24660.0,20.0
24640.0,66,68,24660.0,20.0
24640.0,24,31,24660.0,20.0
24640.0,24,46,24660.0,20.0
24640.0,25,44,24660.0,20.0
24640.0,26,37,24660.0,20.0
24640.0,42,39,24660.0,20.0
24640.0,41,29,24660.0,20.0
24640.0,39,32,24660.0,20.0
24640.0,39,47,24660.0,20.0
24640.0,88,72,24660.0,20.0
24640.0,96,95,24660.0,20.0
24640.0,96,75,24660.0,20.0
24640.0,134,120,24660.0,20.0
24640.0,106,115,24660.0,20.0
24640.0,83,79,24660.0,20.0
24640.0,99,105,24660.0,20.0
24640.0,99,117,24660.0,20.0
24640.0,109,111,24660.0,20.0
24640.0,236,234,24660.0,20.0
24640.0,21,15,24660.0,20.0
24640.0,9,6,24660.0,20.0
24640.0,238,57,24660.0,20.0
24640.0,238,61,24660.0,20.0
24660.0,214,210,24680.0,20.0
24660.0,214,225,24680.0,20.0
24660.0,210,224,24680.0,20.0
24660.0,190,202,24680.0,20.0
24660.0,187,206,24680.0,20.0
24660.0,205,204,24680.0,20.0
24660.0,127,131,24680.0,20.0
24660.0,223,222,24680.0,20.0
24660.0,129,137,24680.0,20.0
24660.0,128,137,24680.0,20.0
24660.0,52,54,24680.0,20.0
24660.0,66,68,24680.0,20.0
24660.0,43,33,24680.0,20.0
24660.0,23,25,24680.0,20.0
24660.0,23,34,24680.0,20.0
24660.0,24,46,24680.0,20.0
24660.0,27,31,24680.0,20.0
24660.0,41,29,24680.0,20.0
24660.0,39,47,24680.0,20.0
24660.0,88,72,24680.0,20.0
24660.0,96,95,24680.0,20.0
24660.0,96,75,24680.0,20.0
24660.0,106,117,24680.0,20.0
24660.0,83,79,24680.0,20.0
24660.0,99,105,24680.0,20.0
24660.0,1,17,24680.0,20.0
24660.0,21,15,24680.0,20.0
24660.0,114,113,24680.0,20.0
24660.0,238,61,24680.0,20.0
24660.0,57,68,24680.0,20.0
24680.0,208,210,24700.0,20.0
24680.0,212,221,24700.0,20.0
24680.0,216,209,24700.0,20.0
24680.0,210,224,24700.0,20.0
24680.0,190,202,24700.0,20.0
24680.0,228,223,24700.0,20.0
24680.0,127,126,24700.0,20.0
24680.0,127,131,24700.0,20.0
24680.0,126,131,24700.0,20.0
24680.0,141,133,24700.0,20.0
